session_id	original_session_id
ses-M1+D10+2020+08+14+15+10+02	ses-M1_D10_2020-08-14_15-10-02
ses-M1+D10+2020+08+14+15+54+50	ses-M1_D10_2020-08-14_15-54-50
ses-M1+D11+2020+08+17+14+57+20	ses-M1_D11_2020-08-17_14-57-20
ses-M1+D11+2020+08+17+15+51+06	ses-M1_D11_2020-08-17_15-51-06
ses-M1+D12+2020+08+18+15+24+25	ses-M1_D12_2020-08-18_15-24-25
ses-M1+D13+2020+08+19+15+11+21	ses-M1_D13_2020-08-19_15-11-21
ses-M1+D14+2020+08+20+16+40+31	ses-M1_D14_2020-08-20_16-40-31
ses-M1+D15+2020+08+21+15+36+25	ses-M1_D15_2020-08-21_15-36-25
ses-M1+D16+2020+08+24+16+26+39	ses-M1_D16_2020-08-24_16-26-39
ses-M1+D17+2020+08+25+15+53+48	ses-M1_D17_2020-08-25_15-53-48
ses-M1+D18+2020+08+26+16+13+11	ses-M1_D18_2020-08-26_16-13-11
ses-M1+D19+2020+08+27+15+34+43	ses-M1_D19_2020-08-27_15-34-43
ses-M1+D1+2020+08+03+16+11+14	ses-M1_D1_2020-08-03_16-11-14
ses-M1+D1+2020+08+03+16+49+15	ses-M1_D1_2020-08-03_16-49-15
ses-M1+D20+2020+08+28+15+13+36	ses-M1_D20_2020-08-28_15-13-36
ses-M1+D21+2020+08+31+16+05+51	ses-M1_D21_2020-08-31_16-05-51
ses-M1+D22+2020+09+01+18+16+14	ses-M1_D22_2020-09-01_18-16-14
ses-M1+D23+2020+09+02+15+57+49	ses-M1_D23_2020-09-02_15-57-49
ses-M1+D24+2020+09+03+17+24+05	ses-M1_D24_2020-09-03_17-24-05
ses-M1+D25+2020+09+04+16+05+09	ses-M1_D25_2020-09-04_16-05-09
ses-M1+D26+2020+09+07+16+58+25	ses-M1_D26_2020-09-07_16-58-25
ses-M1+D27+2020+09+08+15+58+51	ses-M1_D27_2020-09-08_15-58-51
ses-M1+D28+2020+09+09+16+06+16	ses-M1_D28_2020-09-09_16-06-16
ses-M1+D29+2020+09+10+16+17+49	ses-M1_D29_2020-09-10_16-17-49
ses-M1+D2+2020+08+04+14+36+46	ses-M1_D2_2020-08-04_14-36-46
ses-M1+D2+2020+08+04+15+15+18	ses-M1_D2_2020-08-04_15-15-18
ses-M1+D30+2020+09+11+16+15+34	ses-M1_D30_2020-09-11_16-15-34
ses-M1+D31+2020+09+14+17+07+22	ses-M1_D31_2020-09-14_17-07-22
ses-M1+D32+2020+09+15+16+33+51	ses-M1_D32_2020-09-15_16-33-51
ses-M1+D33+2020+09+16+15+43+40	ses-M1_D33_2020-09-16_15-43-40
ses-M1+D34+2020+09+17+15+37+46	ses-M1_D34_2020-09-17_15-37-46
ses-M1+D35+2020+09+18+15+34+51	ses-M1_D35_2020-09-18_15-34-51
ses-M1+D36+2020+09+21+15+08+56	ses-M1_D36_2020-09-21_15-08-56
ses-M1+D37+2020+09+22+15+26+23	ses-M1_D37_2020-09-22_15-26-23
ses-M1+D38+2020+09+23+15+24+01	ses-M1_D38_2020-09-23_15-24-01
ses-M1+D39+2020+09+24+15+34+06	ses-M1_D39_2020-09-24_15-34-06
ses-M1+D3+2020+08+05+14+42+27	ses-M1_D3_2020-08-05_14-42-27
ses-M1+D3+2020+08+05+16+43+40	ses-M1_D3_2020-08-05_16-43-40
ses-M1+D40+2020+09+25+15+31+03	ses-M1_D40_2020-09-25_15-31-03
ses-M1+D41+2020+10+08+17+27+03	ses-M1_D41_2020-10-08_17-27-03
ses-M1+D4+2020+08+06+14+42+00	ses-M1_D4_2020-08-06_14-42-00
ses-M1+D4+2020+08+06+15+26+02	ses-M1_D4_2020-08-06_15-26-02
ses-M1+D5+2020+08+07+14+27+26	ses-M1_D5_2020-08-07_14-27-26
ses-M1+D5+2020+08+07+15+07+25	ses-M1_D5_2020-08-07_15-07-25
ses-M1+D6+2020+08+10+14+17+21	ses-M1_D6_2020-08-10_14-17-21
ses-M1+D6+2020+08+10+15+01+45	ses-M1_D6_2020-08-10_15-01-45
ses-M1+D7+2020+08+11+14+49+23	ses-M1_D7_2020-08-11_14-49-23
ses-M1+D7+2020+08+11+15+37+13	ses-M1_D7_2020-08-11_15-37-13
ses-M1+D8+2020+08+12+15+06+01	ses-M1_D8_2020-08-12_15-06-01
ses-M1+D8+2020+08+12+15+56+07	ses-M1_D8_2020-08-12_15-56-07
ses-M1+D9+2020+08+13+15+16+48	ses-M1_D9_2020-08-13_15-16-48
ses-M1+D9+2020+08+13+16+05+43	ses-M1_D9_2020-08-13_16-05-43
